title,abuseReported,rating,location_,userid,productid,reviewDate,reviewBody,helpfulCount
delectus voluptas quae,true,4,Switzerland,536228,575970,2021-03-08,Sit nemo non temporibus. Qui rerum dolores neque eos ad vel quis. Sunt est labore ea totam voluptatem voluptate qui.,1460
qui a ut,true,1,Bangladesh,750436,509660,2020-12-06,Aut non est quo iusto in qui quia quae dicta. Accusamus dolores neque id nostrum. Consequatur ex temporibus in cumque aut asperiores ut. Cupiditate ipsa consequatur officia sunt autem assumenda animi nisi quia. Minus nisi qui culpa doloribus itaque ea sit molestiae.,751
quam cupiditate fugiat,false,1,Mexico,730829,741483,2020-09-10,Eveniet a minima odit. Natus saepe aut necessitatibus quibusdam distinctio. Voluptatem autem dolorum ut pariatur cumque et. Consequuntur eum quos pariatur aut in ea. Officiis similique libero.,1605
voluptatem rem exercitationem,true,3,Macao,561176,833732,2020-09-05,Eos molestiae necessitatibus expedita minima et vitae enim. Sint nobis pariatur ut totam et. Facilis esse suscipit consectetur voluptas est omnis recusandae.,1344
rem tempora provident,true,2,Sierra Leone,654104,670670,2021-03-23,Et et fugiat saepe unde est nemo inventore et. Officia numquam dicta impedit impedit aut dolore commodi. Dolorum magnam dolores dolore eaque sed est. Maiores voluptatem enim enim suscipit rerum cum. Suscipit omnis a. Nisi accusantium doloremque consequatur et beatae voluptate.,1422
et dicta esse,true,5,Chad,253687,985385,2020-09-10,Aut voluptatem aut odit. A maiores et debitis illo voluptatem qui. Rerum quos perspiciatis praesentium qui est. Dolores eius dolorem.,1686
repellendus laborum et,true,3,Seychelles,191878,883383,2020-11-13,Distinctio ut voluptates. Magnam sunt sequi delectus distinctio qui repellat omnis. Et assumenda quis reprehenderit omnis. Velit laboriosam voluptatum totam hic doloribus magnam maiores.,309
in vero esse,false,1,India,239190,271029,2021-03-19,Et enim velit fugit facilis veniam qui. Quod quasi voluptatibus at et qui omnis. Quos sunt quam est eveniet veniam placeat vero voluptas. Quae doloremque iste nihil culpa sequi rem maiores quod provident.,1045
qui eos eveniet,false,2,Haiti,788691,535394,2020-08-13,Iure laborum non eligendi et non. Qui assumenda aut quis. Nihil nesciunt sit ab natus. Aspernatur ut ut at sit aut atque quia. Et nihil nam ea.,1604
rerum quia omnis,true,3,Colombia,834248,904294,2020-08-18,Ut voluptates voluptatem magnam a tempore enim ut. Qui tempora aperiam quas voluptatem nihil et enim. Reiciendis dolorem ut dolorem ipsum animi et ut rem. Ex sunt laudantium quibusdam deserunt eum perspiciatis et rerum vel.,282
eius qui ullam,true,1,Macao,139661,947187,2021-06-08,Id est recusandae. Nostrum qui dolorum et qui eius unde ex deleniti asperiores. Saepe eum commodi.,624
temporibus non dolor,true,1,Maldives,257494,33002,2020-08-10,Qui expedita quam et repudiandae quia exercitationem et. Architecto minima harum velit corporis cum vel vitae ea est. Ea minima vero saepe qui recusandae explicabo saepe architecto.,220
et adipisci et,false,4,Tokelau,580330,479947,2021-01-23,Hic magni ut dignissimos est nihil distinctio. Dolorem delectus omnis dolorem quis aut hic et eos. Incidunt et sit voluptates eius dignissimos. Dignissimos nobis id voluptatem quia.,597
aut aut voluptatum,false,5,Ukraine,661898,620403,2021-05-10,Quis rem accusamus dolorem aperiam consequatur tempora. Vero magni et nulla illo laudantium ad qui. Vel facilis est sapiente dolor excepturi similique.,473
vel quaerat et,true,0,Cook Islands,63898,815912,2021-06-26,Exercitationem labore unde. Dolores cupiditate minus laborum aliquam sint rerum distinctio dolore. Culpa sint quo quo sed dolores. Molestiae qui ea commodi voluptatem ex quod dicta debitis. Impedit nulla accusantium excepturi ex ab distinctio. Qui sed occaecati impedit ut non.,188
quia consequatur est,true,3,Bouvet Island (Bouvetoya),129097,453070,2020-11-25,Maiores eum commodi. Quibusdam voluptas ut et numquam officiis doloribus. Qui et laboriosam quia molestiae repellendus. Alias qui blanditiis aut corrupti natus cum enim eum.,1446
sunt et est,true,4,South Africa,418731,151980,2021-03-15,Velit modi aliquam molestias. Dolore nihil molestiae culpa et non voluptatibus corrupti expedita ea. Ipsam aperiam aliquam sunt quasi quae. Itaque rerum aspernatur mollitia consequatur aliquid nulla quo. Recusandae et necessitatibus rerum ab cum adipisci non.,1671
voluptatibus aut et,true,0,Virgin Islands U.S.,237643,626450,2021-02-11,Dolor fugit possimus est. Iusto ex qui vitae incidunt facere odio quisquam qui voluptate. Quia nesciunt facilis explicabo dignissimos fuga voluptatibus omnis eos. Quae dolores amet.,1480
quas sint nihil,true,4,Dominican Republic,247025,974211,2020-07-19,Sunt rerum repellat est quae aliquid amet quisquam nisi autem. Voluptas officiis illum. Est eaque sed. Delectus aspernatur quia debitis commodi molestiae repudiandae quaerat non totam. Natus iusto omnis tempora dolorem omnis eos.,880
voluptatem dolores repudiandae,false,0,Azerbaijan,142352,448919,2021-03-15,Cupiditate et magni aut reprehenderit expedita. Sunt iusto cumque unde ex iste. Qui veritatis quidem et voluptatibus provident qui consequatur sed omnis. Totam molestias quod voluptate dolorem provident voluptatibus fuga.,1635
amet omnis nisi,false,5,Rwanda,785201,536325,2020-11-09,Pariatur ad beatae repudiandae ad animi aut nam possimus. Porro excepturi ab tempora dolorem iure amet laudantium dicta. Placeat maxime dolores enim voluptatem id rerum labore rerum autem. Et ullam eos similique et impedit. Natus quidem est exercitationem nesciunt mollitia.,1607
tempora quam rerum,false,3,Palau,467992,385060,2020-09-17,Facilis tempore explicabo est maiores iste quas aut qui. Error suscipit molestias minus molestias nobis sed nulla. Quos animi molestiae sint voluptates praesentium quia. Nihil officiis odit eius iure ipsa nisi earum sunt amet. Officia eos qui facere exercitationem quia aut corporis illo perferendis.,767
aspernatur dolor doloribus,true,2,Benin,94303,381071,2020-12-26,Inventore odit voluptates autem quia. Ab accusantium itaque voluptate aut reprehenderit cum temporibus. Ea eum est pariatur omnis amet est dolores quasi perferendis. Natus doloremque eum nisi.,210
fugit ducimus accusamus,false,4,Spain,71277,912557,2020-10-01,Consequuntur mollitia ullam autem qui. Dolore quo facilis. Vitae nihil magni. Quia vero numquam qui odit. Blanditiis consequatur voluptas provident officiis molestiae expedita minus ipsum. Alias alias quis accusantium dolores.,1512
mollitia odio inventore,true,2,Morocco,438848,307814,2021-05-23,Non molestiae quidem cupiditate nihil quod quo consequatur. Excepturi officiis atque nihil expedita nobis est dolores quidem. Sequi et neque qui doloribus. Rerum blanditiis rerum cupiditate voluptate natus autem consectetur quibusdam.,467
accusamus illo at,false,4,Nigeria,764754,979563,2021-05-15,Odit ut sapiente fuga consectetur. Non quod aperiam explicabo nisi ut magni tenetur molestias odio. Provident fugit dolorem omnis. Eaque aut distinctio expedita aliquam aspernatur aut nihil iusto. Et sit odio ad sunt. Provident qui esse.,623
vel quae qui,false,0,Spain,122851,6641,2021-03-13,Excepturi rerum laboriosam et eligendi ea labore quia omnis perspiciatis. Cum facilis voluptas velit. Quo eaque quod.,617
omnis maxime explicabo,true,3,Denmark,45285,44416,2021-06-23,Quo vel deserunt. Ea voluptatem eveniet dolore mollitia enim et ut. Quisquam vitae laudantium ex consequatur nihil. Totam excepturi id magni explicabo corporis est voluptas beatae. Minus minima tempora. Qui et blanditiis autem nemo odit.,1895
id recusandae dolorum,true,1,Botswana,348589,5960,2020-10-20,Vel perspiciatis fuga illo voluptates et voluptates rerum amet nihil. Minus aliquam ducimus voluptas molestiae. Id natus magni et ut laboriosam.,1171
iure placeat recusandae,true,3,French Guiana,388239,847923,2020-07-17,Aut aspernatur voluptatum non aliquid repudiandae quo molestias aut est. Est ut est. Aut quisquam et maxime distinctio est repudiandae. Est sed cumque possimus sapiente amet voluptatum et error nihil. Dolorum cupiditate sed. Molestiae fugiat dolorem voluptas nostrum qui atque sapiente cum.,151
rem a quia,false,1,South Georgia and the South Sandwich Islands,852576,37900,2021-05-08,Quibusdam cumque provident animi cum odit architecto. Qui numquam omnis exercitationem. Illum qui et repellat dicta officiis voluptatum. In nostrum sint veniam aut accusamus.,1558
at assumenda totam,false,0,Jamaica,349854,174040,2020-10-05,Et iure libero. Sunt ab id et rerum quia odit. Et ex est vel aperiam quibusdam nesciunt ipsum non ea.,1125
est beatae a,false,4,Lebanon,480389,768170,2021-01-15,Qui nihil facere vitae minus numquam dolorem blanditiis facilis. Eum modi a et tempore explicabo. Et distinctio occaecati placeat ratione sint dolor eos ut.,37
beatae vero sequi,true,5,Guam,982318,585309,2020-08-02,Vitae dignissimos quia voluptatem. Nostrum nesciunt velit qui asperiores praesentium beatae praesentium nobis quibusdam. Iure officia et. Delectus veritatis ut.,1863
quam suscipit facilis,false,5,Indonesia,965869,865867,2021-05-09,A minima iusto dicta aspernatur animi voluptas sed. Debitis et quo aut dolor aliquam vitae. Quaerat dolore corporis sunt rerum ipsum ipsa at magni a. Placeat aut ut vel.,1494
natus sed perferendis,false,3,Estonia,623017,26659,2020-09-21,Molestiae cum provident. Eos quas sed. Ab sed aut aspernatur excepturi excepturi autem. Consequatur labore ut eveniet aliquid ut. Fugit est voluptatem assumenda fugiat et aliquam in et autem.,734
aut mollitia sit,true,0,Haiti,35356,739884,2021-03-23,Quia et a quod autem sit. Et repellendus omnis perferendis blanditiis atque consequatur dolores rerum commodi. Aliquid voluptatem optio aut ea quae ab officiis dolores. Et mollitia aut magni iusto sit ad nesciunt non.,1958
autem consectetur fugit,true,2,Cocos (Keeling) Islands,752524,831264,2020-11-17,Rerum omnis iste dolorem possimus qui. Repudiandae voluptates autem consequatur laboriosam. Provident libero cumque omnis nobis praesentium. Sint accusamus id non magni exercitationem voluptas in at voluptas. Nostrum dolorum laudantium sed.,1334
tenetur corporis blanditiis,true,0,Antigua and Barbuda,856920,893282,2021-02-15,Mollitia animi voluptatem asperiores labore reprehenderit. Quam voluptatum ex iure. Et nihil impedit quis magni.,1365
molestiae eum qui,true,2,Portugal,565091,427023,2021-04-16,Dolorem perspiciatis fuga modi laboriosam quo ducimus illo adipisci rem. Recusandae et consequatur quo vel dolore culpa nostrum vel eius. Unde voluptatem iste sint ut exercitationem omnis et et quaerat. Maxime illo velit ut et veniam minima exercitationem eos. Totam veritatis officia quaerat ipsa non minima est.,463
sint illum nesciunt,false,5,Montserrat,349523,240270,2021-06-23,Quam dolorum quia libero molestiae omnis. Totam et vitae autem est dignissimos. Accusantium atque facere est rerum. Debitis consequatur consequatur eum dolorem a eum.,78
aut debitis natus,false,1,Malaysia,500216,50891,2020-08-22,Eligendi laboriosam sunt est autem. Eligendi cupiditate nesciunt delectus eaque sapiente. Voluptates quisquam veritatis eius consequatur assumenda in.,1091
consequatur soluta ut,false,3,Comoros,196650,744423,2021-04-19,Beatae eius nemo culpa incidunt tenetur accusantium sit saepe. Rerum explicabo est molestias soluta qui dolores quo. Repellat fugit voluptatibus pariatur ratione aut tenetur qui.,247
sed illo porro,false,2,Martinique,347845,983383,2021-01-02,Laudantium unde vel repellendus veritatis. Iste aut ducimus laborum quibusdam voluptatem dolor ullam voluptatem. Quia voluptatem laudantium aut. Iusto laudantium reprehenderit dolore quia.,878
minima sunt nam,true,1,United States Minor Outlying Islands,856103,950046,2021-03-24,Omnis voluptatem ea. Pariatur necessitatibus saepe natus est molestiae deserunt aliquid repellendus molestiae. Animi ab est hic qui et.,77
ut expedita dicta,true,3,Bolivia,779051,122656,2021-07-01,Nobis ducimus qui sed quisquam dolore. Molestiae voluptatum iure cumque repellendus pariatur totam cumque recusandae iusto. Aperiam accusamus illo distinctio vitae esse modi. Quidem quo deleniti facere quia enim est non sit. Aut amet ut eveniet exercitationem et aut voluptate.,367
tempora voluptate est,false,5,Central African Republic,157507,687455,2020-11-25,Deleniti voluptas saepe ut quas et omnis libero repellendus dolor. Laborum excepturi soluta molestiae et dolore sint quo vel. Voluptatum error aut. In et est dolorum consequatur. Esse eligendi esse.,1203
iure id atque,true,5,Puerto Rico,788588,469385,2020-08-06,Consequatur neque autem aliquid animi. Id commodi similique quia rerum vitae iste dolor incidunt ipsam. In possimus autem eligendi quia necessitatibus et temporibus nobis. Tenetur est facere quam consequatur architecto. Veniam quis expedita est temporibus. Autem deserunt exercitationem eligendi laboriosam suscipit mollitia.,1491
asperiores amet minima,true,5,Cuba,741264,642509,2021-01-01,Ea unde dicta eos nobis hic sunt enim distinctio expedita. Dolorem voluptas et blanditiis hic quam. Ut voluptate quo at blanditiis voluptatem numquam quibusdam nihil veniam.,522
sapiente non quae,true,5,Netherlands,351178,65824,2020-07-24,Incidunt illo veniam perferendis consequatur ut. Aut sunt omnis sequi est eligendi dolor. Praesentium soluta qui sed vel in. Aut excepturi sed modi quo ut debitis.,1070
et pariatur architecto,true,3,Romania,819595,590429,2021-03-31,Unde inventore consequatur aut architecto nulla sint doloribus. Et libero omnis quod blanditiis. Exercitationem qui harum rerum adipisci.,1875
nulla ut sed,true,5,Russian Federation,229873,933346,2021-06-20,Animi nobis inventore vitae voluptate recusandae ut. Animi soluta facere ea. Dolor rerum sunt aperiam.,1658
neque est ut,false,1,Equatorial Guinea,289337,841978,2021-05-13,Voluptas et et molestias blanditiis. Voluptas sunt consequatur voluptatibus officiis cupiditate. Deleniti voluptatem officiis natus fuga voluptas qui similique cumque. Est commodi aut repellendus facilis inventore voluptas aperiam magnam. Recusandae sint debitis quibusdam. Est sit tenetur ut omnis enim et aut provident.,941
nemo velit illo,false,0,South Georgia and the South Sandwich Islands,148149,361893,2021-06-29,Cupiditate beatae quaerat eveniet consequuntur ea facere. Dignissimos recusandae eligendi consequatur laboriosam iste voluptatem voluptate id dolores. In et autem fugit quia aut placeat. Sit eligendi assumenda harum nostrum nihil minus maxime dolorum rem.,1619
dolor aliquid consectetur,false,5,Liberia,221549,472874,2020-10-11,Voluptatem dolores adipisci neque in voluptatibus. Excepturi ipsum sint esse vel non et dolore magni. Ipsum omnis maiores quasi nemo dolores. Reprehenderit aut corporis et dolorem a sequi ut. Optio commodi explicabo in et maxime. Qui odit placeat autem.,1908
animi quod ut,true,4,Monaco,527577,395300,2020-10-07,Tenetur in autem molestias doloremque enim voluptates sed. Sunt voluptatem quidem voluptas veniam voluptate quae excepturi aut atque. Impedit voluptas dolorum id et quas quisquam voluptatum et. Et esse rem aliquam perferendis rerum blanditiis eum.,1576
et eos nesciunt,false,4,Venezuela,978534,494275,2021-05-26,Aut consequatur ipsam reiciendis totam qui perspiciatis provident ut. Accusantium nihil autem minus. Mollitia omnis ullam voluptatibus exercitationem sunt suscipit.,871
mollitia accusamus est,false,0,Mongolia,949837,901461,2020-10-17,Quasi et aliquid. Voluptas dolore consequatur dolores consequatur sequi tempora. Facilis quam magni unde voluptatem voluptatem. Dolor commodi repellendus numquam ad.,395
perferendis incidunt minus,false,1,Bouvet Island (Bouvetoya),291239,988049,2020-11-01,Autem laudantium possimus in reiciendis sint eum qui. Ipsum et dolores ad. Voluptatem suscipit velit nostrum optio. Cum sed quasi corporis voluptate quia. Debitis illo ea vitae est tempore.,766
